nci_id,nct_id,official_title,inclusion_indicaInclusionor,description,NCIT
NCI-2015-02126,NCT02631746,Phase II Trial of Nivolumab for HTLV-Associated Adult T Cell Leukemia/Lymphoma,Exclusion/INCLUSION,"EXCLUSION
Prior allogeneic transplantation
Grade 2 or greater toxicity from prior therapy
Prior treatment with anti-PD-1, anti-programmed death-ligand (PD-L)1, anti-PD-L2 antibody
Patients who have had chemotherapy or radiotherapy within 4 weeks (6 weeks for nitrosoureas or mitomycin C) prior to entering the study or those who have not recovered from adverse events due to agents administered more than 4 weeks earlier
INCLUSION
Patients with acute or lymphoma forms must have received at least one cycle of combination chemotherapy (with or without mogamulizumab) or interferon (with or without zidovudine and/or arsenic); individuals with chronic or smoldering acute T-cell lymphoma (ATL) are not required to have had prior treatment or could have received any number of previous courses of therapy",C147925= NO AND (C16124 = YES AND (PD-L1 Inhibitor = NO AND C124946 = NO AND PD-L2 INHIBITOR = NO)) AND (C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES)
NCI-2015-02248,NCT02890355,Randomized Phase II Study of 2nd Line FOLFIRI versus Modified FOLFIRI with PARP Inhibitor ABT-888 (Veliparib) (NSC-737664) in Metastatic Pancreatic Cancer,Inclusion,"Prior systemic therapy and chemoradiotherapy for treatment of resectable, borderline resectable or locally advanced unresectable disease is allowed and does not count toward prior therapy for metastatic disease
Patients must have had one and only one prior regimen of systemic therapy for metastatic disease unless the patient meets the criteria below
Patients must not have received prior PARP inhibitor therapy including, but not limited to ABT-888, olaparib, rucaparib, and talazoparib (BMN637)
Patients must not have received prior irinotecan-based chemotherapy (e.g. irinotecan hydrochloride, leucovorin calcium, fluorouracil, and oxaliplatin [FOLFIRINOX] or FOLFIRI)
Patients must have completed systemic therapy at least 14 days prior to registration, any surgical procedure must have been performed at least 14 days prior to registration, and radiation therapy must be completed at least 7 days prior to registration; patients must have recovered from major side effects of prior therapies or procedures in the opinion of the local site investigator prior to registration",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES) AND (C16124 = YES AND (C62554 = NO AND C62040 = NO)) AND (C16169 = NO OR C16169 = YES)
NCI-2015-02250,NCT02642042,A Phase II Trial of Trametinib with Docetaxel in Patients with KRAS Mutation Positive Non-small Cell Lung Cancer (NSCLC) and Progressive Disease following One or Two Prior Systemic Therapies,Inclusion,"PRIOR/CONCURRENT THERAPY CRITERIA: Patients must have documented progressive cancer following at least one but no more than two prior regimens of systemic therapy for lung cancer, one of which must have been platinum based combination chemotherapy; treatment with an immune therapy or targeted therapy for advanced disease will be considered a separate regimen and will count toward the prior regimens; maintenance therapy will not be counted as a separate regimen; adjuvant chemotherapy or chemotherapy administered as part of concurrent chemotherapy and radiation therapy for the treatment of lung cancer will not count as a prior regimen of systemic therapy as long as recurrence of patientâ€™s lung cancer occurred more than 12 months after the last day of chemotherapy
PRIOR/CONCURRENT THERAPY CRITERIA: Patients must not have received any chemotherapy, biologic agent, or any investigational agent within 14 days prior to registration. Patients must have recovered from any adverse events to Common Terminology Criteria for Adverse Events (CTCAE) grade 0-1 prior to registration
PRIOR/CONCURRENT THERAPY CRITERIA: Patients must not have received prior docetaxel; patients must not have received therapy with a drug known to be either a mitogen-activated protein kinase (MEK) inhibitor or a phosphatidylinositol 3 kinase (PI3K)/v-akt murine thymoma viral oncogene homolog 1 (AKT)/mammalian target of rapamycin (mTOR) pathway inhibitor
PRIOR/CONCURRENT THERAPY CRITERIA: Prior treatment with an anti-PD-1 or anti-PDL1 is not required
PRIOR/CONCURRENT THERAPY CRITERIA: Patients must not have had a major surgery within 28 days prior to registration; patients must have recovered from any adverse effects of prior surgery to the satisfaction of the treating physician; biopsies and central IV access placement are not considered major surgery
PRIOR/CONCURRENT THERAPY CRITERIA: Patients may have had prior radiation therapy as long as it has not affected greater than 25% of the bone marrow and at least one measurable lesion is outside the area of prior radiation; at least 7 days must have elapsed since last radiation treatment; patients must have recovered from any adverse events from prior radiation therapy to =< CTCAE grade 1
PRIOR/CONCURRENT THERAPY CRITERIA: Patients must have recovered from any adverse effects from prior therapy (except alopecia) to =< CTCAE grade 1 prior to registration
Patients must not have had prior treatment with an anti-programmed cell death (PD)-1, anti-PD-L1, anti-PD-L2, anti-cytotoxic T-lymphocyte-associated protein (CTLA)-4 antibody, or any other antibody or drug specifically targeting T-cell costimulation or immune checkpoint pathways
Patients must not have received systemic treatment with corticosteroids (> 10 mg daily prednisone or equivalent) or other immunosuppressive medications within 14 days prior to sub-study registration; inhaled or topical steroids, and adrenal replacement doses =< 10 mg daily prednisone or equivalent are permitted in the absence of active autoimmune disease",(C16171 = YES AND C1450 = YES AND C191 = YES) AND (C16124 AND (C15187 = NO OR C15187 = YES) AND (C16124 = YES AND ((C49135 = NO OR C49135 = YES) AND C1526 = NO AND C69145 = NO AND Phosphatidylinositol 3 kinase (PI3K)/v-akt murine thymoma viral oncogene homolog 1 (AKT)/mammalian target of rapamycin (mTOR) pathway inhibitor = NO) AND (C16169 = NO OR C16169 = YES) AND (C15477= NO OR (C15477= YES AND C54225 = YES)) AND (C16124 = YES AND (C143250 = NO AND T-cell co-stimulator = NO))
NCI-2016-00071,NCT03077451,A Pilot Study of Nelfinavir for the Treatment of Kaposi Sarcoma,Exclusion/INCLUSION,"EXCLUSION
Participants who have had chemotherapy or radiotherapy within 4 weeks (6 weeks for nitrosoureas or mitomycin C) prior to study enrollment or those who have not recovered from adverse events due to agents administered more than 4 weeks prior to study enrollment
INCLUSION
Participant may be either previously untreated for KS or refractory to or intolerant of any one or more prior KS therapies",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES)
NCI-2016-00150,NCT02724579,A Phase 2 Study of Reduced Therapy for Newly Diagnosed Average-Risk WNT-Driven Medulloblastoma Patients,Exclusion,Patients must not have received any prior tumor-directed therapy other than surgical intervention and corticosteroids,"(C16169 = NO OR C16169 = YES)
NOT CLEAR IF BY ""TUMOR-DIRECTED"" THEY MEAN THE C25471 TUMOR OR ANY CANCER?"
NCI-2016-00195,NCT02689453,A Phase I Study of Subcutaneous Recombinant Human IL-15 (S.C. Rhil-15) and Alemtuzumab for Patients with Refractory or Relapsed Chronic and Acute Adult T-Cell Leukemia (ATL),Exclusion/INCLUSION,"EXCLUSION
Patients who have received any systemic corticosteroid therapy within 4 weeks prior to the start of therapy, with the exception of physiological replacement doses of cortisone acetate or equivalent
INCLUSION
Patients must have recovered to less than grade 1 Common Terminology Criteria for Adverse Events (CTCAEv4) from toxicity of prior chemotherapy or biologic therapy and must not have had major surgery, chemotherapy, radiation or biologic therapy within 4 weeks prior to beginning treatment",(C16171 = YES) OR (C16124 = YES AND C15187 = YES)
NCI-2016-00203,NCT02713386,"A Phase I/II Study of Ruxolitinib with Front-Line Neoadjuvant and Post-Surgical Therapy in Patients with Advanced Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Cancer",Exclusion,"Patients who have received prior chemotherapy for any abdominal or pelvic tumor within the last three years are excluded; patients may have received prior adjuvant chemotherapy and radiotherapy for localized breast cancer, provided that it was completed more than 2 years prior to registration, the patient remains free of recurrent or metastatic disease and hormonal therapy has been discontinued
Patients who have received prior radiotherapy to any portion of the abdominal cavity or pelvis or thoracic cavity within the last three years are excluded; prior radiation for localized cancer of the head and neck or skin is permitted, provided that it was completed more than three years prior to registration, and the patient remains free of recurrent or metastatic disease
Receipt of an investigational study drug for any indication within 30 days or 5 half-lives (whichever is longer) prior to day 1 of protocol therapy",(C16171 = NO OR C16171 = YES) AND (C15477= NO OR C15477= YES) AND (C16175 = NO OR C16175 = YES) AND (C16124 = YES AND (C49135 = NO OR C49135 = YES))
NCI-2016-00222,NCT02921256,A Phase II Clinical Trial Platform of Sensitization Utilizing Total Neoadjuvant Therapy (TNT) in Rectal Cancer,Exclusion,"Prior treatment with an investigational compound being tested in this study (e.g., poly ADP ribose polymerase [PARP] inhibitor)",(C16124 = YES AND (C1794 = NO AND C505= NO AND C607= NO AND C1181 = NO AND C60768 = NO))
NCI-2016-00232,NCT02717507,Pharmacologic Reversal of Ventricular Remodeling in Childhood Cancer Survivors at Risk for Heart Failure (PREVENT-HF): A Phase 2b Randomized Placebo-Controlled (Carvedilol) Trial,Inclusion,Patient must have completed cancer treatment >= 2 years prior to study enrollment,C16124 = YES
NCI-2016-00233,NCT02927249,A Randomized Phase III Double Blinded Placebo Controlled Trial of Aspirin as Adjuvant Therapy for Node Positive HER2 Negative Breast Cancer: The ABC Trial,Inclusion,"Prior adjuvant treatment with chemotherapy and/or endocrine therapy, as determined by the treating physician, is allowed; the last dose of chemotherapy or radiation therapy must be at least 30 days prior to study registration; concurrent hormonal therapy will be allowed",(C16171 = NO OR C16171 = YES) AND (C16175 = NO OR C16175 = YES) AND (C15477= NO OR C15477= YES)
NCI-2016-00264,NCT02728596,A Pragmatic Trial to Evaluate a Guideline-Based Colony Stimulating Factor Standing Order Intervention and to Determine the Effectiveness of Colony Stimulating Factor Use as Prophylaxis for Patients Receiving Chemotherapy with Intermediate Risk for Febrile Neutropenia-Trial Assessing CSF Prescribing Effectiveness and Risk (TrACER),Inclusion,"Patients must be registered prior to their first cycle of systemic therapy (chemotherapy, immunotherapy, biologic therapy, or combination regimens) their current disease and stage (or disease setting); patient must not have had any systemic therapy in the 180 days just prior to registration",C16124 = NO OR C16124 = YES
NCI-2016-00325,NCT02728258,"A Phase II Evaluation of Copanlisib (BAY 80-6946), a Selective Inhibitor of PI3KCA, in Patients with Persistent or Recurrent Endometrial Carcinoma Harboring PIK3CA Hotspot Mutations",Exclusion/INCLUSION,"EXCLUSION
Patients who have had prior therapy with any phosphatidylinositol 3 kinase (PI3K)/v-akt murine thymoma viral oncogene homolog 1 (AKT)/mammalian target of rapamycin (mTor) pathway inhibitor
Unresolved toxicity higher than CTCAE grade 1 attributed to any prior therapy/procedure, excluding alopecia
INCLUSION
Patients may have received prior radiation therapy for treatment of endometrial cancer; prior radiation therapy may have included pelvic radiation therapy, extended field pelvic/para-aortic radiation therapy, intravaginal brachytherapy and/or palliative radiation therapy; all radiation therapy must be completed at least 4 weeks prior to registration
Patients may have received prior hormonal therapy for treatment of endometrial carcinoma; all hormonal therapy must be discontinued at least 4 weeks prior to registration
Patients may have received prior therapy (including chemotherapy, biologic/targeted therapy and immunotherapy) for treatment of endometrial cancer; all therapy must be discontinued at least 4 weeks prior to registration; any investigational agent must be discontinued at least 30 days prior to registration
Patients must have had at least one prior chemotherapeutic regimen for management of endometrial carcinoma; initial treatment may include chemotherapy, chemotherapy and radiation therapy, or consolidation/maintenance therapy; chemotherapy administered in conjunction with primary radiation as a radio-sensitizer WILL be counted as a systemic chemotherapy regimen
* Patients are allowed to receive, but not required to receive, up to a total of 3 lines of chemotherapy
",(PRIOR = YES AND phosphatidylinositol 3 kinase (PI3K)/v-akt murine thymoma viral oncogene homolog 1 (AKT)/mammalian target of rapamycin (mTor) pathway inhibitor = NO) AND C15477= YES AND (C16175 = NO OR C16175 = YES) AND (C16124 = YES AND (C15187 = NO OR C15187 = YES) AND (C16168 = NO OR C16168 = YES)
